"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"114","g__Belnapia",0.183574477612291,0.806825254711441,0.981752136982571,0.482764576049142,0.186986583168038,1.67126026792263,0.882319610302583,0.342246725189856,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"115","g__Roseomonas",-0.0768349618826341,0.056235701717154,0.662087602794322,0.17051308087184,-0.116049540209414,0.329802859872209,0.912114688438496,0.797089601521193,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"116","g__Azospirillum",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"117","g__Skermanella",-2.04857582094181,3.23351709882645,2.47141357295006,3.00792822732613,-0.828908541801233,1.07499808986495,0.556878652802696,0.434181815992785,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"118","g__Brevundimonas",0.641727400425193,-0.949315127185026,0.832193097140222,1.16704368217313,0.771128002179359,-0.813435813659795,0.469899169708262,0.447038015728675,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"119","g__1174-901-12",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"120","g__Bosea",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"121","g__Methylobacterium-Methylorubrum",0.0209360100470981,0.365496263882491,0.614372977773379,0.949332011542101,0.0340770359448015,0.38500362300938,0.973376087648356,0.708365874395558,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"122","g__Microvirga",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"123","g__Devosia",0.71168335908022,-1.47188102793989,0.425919980309569,0.143799923842617,1.67093208109878,-10.2356175762012,0.236692099742175,0.00941039159053818,1,0.602265061794444,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"124","g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.591726691883143,-1.39680841942546,0.636849454858757,0.817077754918783,0.929146892359951,-1.70951713104012,0.384514923112047,0.191795500090695,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"125","g__Aureimonas",0.375216762108701,-1.53761581231559,1.48209616059833,0.648308799013259,0.253166273608875,-2.37173367792613,0.84212099231595,0.251827271823742,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"126","g__Phyllobacterium",0.480237053285089,-0.206683398606536,0.537410896981912,0.144213255441121,0.893612422044453,-1.43317892640542,0.392527619515742,0.182321502362778,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"127","g__Amaricoccus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"128","g__Paracoccus",0.903248106670978,-1.20476585433031,0.826419144143301,0.721310749790165,1.09296609725483,-1.67024525099728,0.340324014957307,0.359952363597981,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"129","g__Rubellimicrobium",-0.700353198686234,0.562174087368984,0.631484049966972,0.597287782040599,-1.10905920541123,0.941211429854382,0.380588723932427,0.441744702172736,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"130","g__Altererythrobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"131","g__Novosphingobium",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"132","g__Qipengyuania",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"133","g__Sandaracinobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"134","g__Sphingobium",0.455855338379126,-0.3245990645422,0.493828670295325,0.620323337242171,0.923104237966803,-0.523273984798478,0.371589198425791,0.608966905926361,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
